"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"AI314180",0.216779920512024,0.161887245861722,0.04,0.158,1
"Cdk5rap2",0.216779920512024,0.308601716590311,0.04,0.158,1
"Megf9",0.216779920512024,-0.960319910652007,0.04,0.158,1
"Dmac1",0.216779920512024,-0.105950661882102,0.04,0.158,1
"Zdhhc21",0.216779920512024,-0.136263573693298,0.04,0.158,1
"Rraga",0.216779920512024,-0.512786387912702,0.04,0.158,1
"Ndc1",0.216779920512024,-0.701378946825912,0.04,0.158,1
"Ptprf",0.216779920512024,-0.556105683796213,0.04,0.158,1
"Rnf19b",0.216779920512024,-0.503227607688332,0.04,0.158,1
"Zbtb8a",0.216779920512024,0.736832961265979,0.04,0.158,1
"Tmem39b",0.216779920512024,-1.4350778017713,0.04,0.158,1
"Nadk",0.216779920512024,-0.509615043126984,0.04,0.158,1
"Ints11",0.216779920512024,0.252619097265637,0.04,0.158,1
"Pusl1",0.216779920512024,-0.870411038267167,0.04,0.158,1
"Prkag2",0.216779920512024,0.492530055163994,0.04,0.158,1
"Preb",0.216779920512024,-0.317995055651211,0.04,0.158,1
"Mpv17",0.216779920512024,0.610006733605088,0.04,0.158,1
"Pisd",0.216779920512024,-0.64681441967123,0.04,0.158,1
"Klhl5",0.216779920512024,0.111395414606175,0.04,0.158,1
"Commd8",0.216779920512024,-0.872657318333357,0.04,0.158,1
"Coq2",0.216779920512024,-1.11479257555349,0.04,0.158,1
"D930016D06Rik",0.216779920512024,0.410916514123821,0.04,0.158,1
"Fam69a",0.216779920512024,-0.536303706170357,0.04,0.158,1
"Coq5",0.216779920512024,-0.145375386894749,0.04,0.158,1
"Nos1",0.216779920512024,-0.876801071281879,0.04,0.158,1
"Galnt17",0.216779920512024,0.701919179045404,0.04,0.158,1
"Hip1",0.216779920512024,0.293429580859235,0.04,0.158,1
"Mospd3",0.216779920512024,1.12783150297383,0.04,0.158,1
"Psmg3",0.216779920512024,-0.405001670524525,0.04,0.158,1
"Eif2ak1",0.216779920512024,-0.216965702357023,0.04,0.158,1
"Cpsf4",0.216779920512024,-0.122474742572161,0.04,0.158,1
"Fam3c",0.216779920512024,0.187190488816636,0.04,0.158,1
"Rbm28",0.216779920512024,-0.75603912153492,0.04,0.158,1
"Gm26699",0.216779920512024,-0.820162107943724,0.04,0.158,1
"Mpp6",0.216779920512024,1.09508692263981,0.04,0.158,1
"Rmnd5a",0.216779920512024,1.3540959352467,0.04,0.158,1
"Reep1",0.216779920512024,-0.974027762751884,0.04,0.158,1
"Bcl2l13",0.216779920512024,-0.452269834125914,0.04,0.158,1
"Pex5",0.216779920512024,-0.375146399591849,0.04,0.158,1
"Acrbp",0.216779920512024,0.806015287259655,0.04,0.158,1
"Ncapd2",0.216779920512024,-0.155299058259409,0.04,0.158,1
"Lmo3",0.216779920512024,-0.337419092934322,0.04,0.158,1
"Kmt5c",0.216779920512024,-0.805626120918792,0.04,0.158,1
"Zfp954",0.216779920512024,-0.711127967195085,0.04,0.158,1
"Ppp5c",0.216779920512024,0.738319090716495,0.04,0.158,1
"Ppp1r37",0.216779920512024,-0.250212412444259,0.04,0.158,1
"Exosc5",0.216779920512024,-0.247041330448858,0.04,0.158,1
"Samd4b",0.216779920512024,-0.431877312012712,0.04,0.158,1
"Gm26604",0.216779920512024,0.610593305541496,0.04,0.158,1
"Lsm14a",0.216779920512024,-0.831163388958605,0.04,0.158,1
"Nudt19",0.216779920512024,0.406546707173352,0.04,0.158,1
"Tmem86a",0.216779920512024,-0.953636512837586,0.04,0.158,1
"Slc17a6",0.216779920512024,-0.604279401366198,0.04,0.158,1
"Crtc3",0.216779920512024,0.269129586321098,0.04,0.158,1
"Grm5",0.216779920512024,-1.14101298461967,0.04,0.158,1
"Map6",0.216779920512024,-0.815842363413894,0.04,0.158,1
"Smpd1",0.216779920512024,-0.889325441910459,0.04,0.158,1
"Mrpl17",0.216779920512024,0.829038767975899,0.04,0.158,1
"Tmem219",0.216779920512024,-0.650318354398058,0.04,0.158,1
"Acadsb",0.216779920512024,-1.27719979573157,0.04,0.158,1
"Ctbp2",0.216779920512024,-0.129920666794547,0.04,0.158,1
"Mapk1ip1",0.216779920512024,-0.149822189424163,0.04,0.158,1
"Bet1l",0.216779920512024,0.473830024694753,0.04,0.158,1
"Tab2",0.216779920512024,-0.269102662716576,0.04,0.158,1
"1700021F05Rik",0.216779920512024,-0.71302503416436,0.04,0.158,1
"Sowahc",0.216779920512024,-0.146677357981988,0.04,0.158,1
"Eif4ebp2",0.216779920512024,-0.147322672548118,0.04,0.158,1
"Kif1bp",0.216779920512024,-0.21049702991118,0.04,0.158,1
"Arid5b",0.216779920512024,0.563318324867536,0.04,0.158,1
"Ccdc6",0.216779920512024,-0.264290491219667,0.04,0.158,1
"Tfam",0.216779920512024,0.183482437698648,0.04,0.158,1
"Tpgs1",0.216779920512024,-0.697890749922963,0.04,0.158,1
"Mum1",0.216779920512024,-1.33700696887127,0.04,0.158,1
"Diras1",0.216779920512024,-0.396261594614159,0.04,0.158,1
"Nfic",0.216779920512024,-0.460243072832258,0.04,0.158,1
"Tmbim4",0.216779920512024,-0.638754120781473,0.04,0.158,1
"Tbk1",0.216779920512024,-0.436773943813002,0.04,0.158,1
"Cdc16",0.216779920512024,-0.580492552751111,0.04,0.158,1
"Sfrp1",0.216779920512024,1.66412262798764,0.04,0.158,1
"Eri1",0.216779920512024,-0.535516361295342,0.04,0.158,1
"Tenm3",0.216779920512024,0.392072631114768,0.04,0.158,1
"Gm17435",0.216779920512024,-0.685903638807342,0.04,0.158,1
"Gab1",0.216779920512024,0.656463725832722,0.04,0.158,1
"Lonp2",0.216779920512024,0.258590734832955,0.04,0.158,1
"Heatr3",0.216779920512024,-0.760024478176562,0.04,0.158,1
"Herpud1",0.216779920512024,-0.515065610618145,0.04,0.158,1
"Psmb10",0.216779920512024,0.381839151472884,0.04,0.158,1
"Zfp1",0.216779920512024,0.171650314672407,0.04,0.158,1
"Kars",0.216779920512024,-0.692679465397529,0.04,0.158,1
"Mbtps1",0.216779920512024,0.413563789984162,0.04,0.158,1
"Emc8",0.216779920512024,0.621994814675429,0.04,0.158,1
"Gas8",0.216779920512024,1.11637670803371,0.04,0.158,1
"Pard3",0.216779920512024,-0.608230857778065,0.04,0.158,1
"Saysd1",0.216779920512024,-0.508151124307296,0.04,0.158,1
"Sec24c",0.216779920512024,-0.79192356845636,0.04,0.158,1
"Ap3m1",0.216779920512024,0.835094804053745,0.04,0.158,1
"Dennd6a",0.216779920512024,-0.229624828949677,0.04,0.158,1
"Dcp1a",0.216779920512024,0.915247857214571,0.04,0.158,1
"Mettl6",0.216779920512024,0.20257328384757,0.04,0.158,1
"Txndc16",0.216779920512024,-0.402587346774516,0.04,0.158,1
"Sacs",0.216779920512024,-0.234859015454548,0.04,0.158,1
"Bmp1",0.216779920512024,-0.743244843981042,0.04,0.158,1
"Fndc3a",0.216779920512024,0.771524521828705,0.04,0.158,1
"Rb1",0.216779920512024,-0.221230526860509,0.04,0.158,1
"Stk24",0.216779920512024,-1.21882853584517,0.04,0.158,1
"Aasdhppt",0.216779920512024,-0.776012833437288,0.04,0.158,1
"Fbxl12",0.216779920512024,-0.798344236719811,0.04,0.158,1
"Ubash3b",0.216779920512024,0.328008002002399,0.04,0.158,1
"Sdhd",0.216779920512024,0.3483561586266,0.04,0.158,1
"Ppp2r1b",0.216779920512024,0.924421790678756,0.04,0.158,1
"Csk",0.216779920512024,-0.452485160266929,0.04,0.158,1
"Pias1",0.216779920512024,1.01523394455209,0.04,0.158,1
"Clpx",0.216779920512024,-0.734346809153757,0.04,0.158,1
"Tmem30a",0.216779920512024,0.320390642245554,0.04,0.158,1
"Rbp1",0.216779920512024,-0.288548725445591,0.04,0.158,1
"Armc8",0.216779920512024,-0.156129098081145,0.04,0.158,1
"Topbp1",0.216779920512024,0.566665497267059,0.04,0.158,1
"Nudt16",0.216779920512024,-0.120592343103677,0.04,0.158,1
"Tmem115",0.216779920512024,-0.613200217615097,0.04,0.158,1
"Impdh2",0.216779920512024,-0.361395987530113,0.04,0.158,1
"Ndufaf3",0.216779920512024,0.707901981653734,0.04,0.158,1
"Rps27rt",0.216779920512024,-0.377084163401638,0.04,0.158,1
"Ppp2r3d",0.216779920512024,-0.267810891197373,0.04,0.158,1
"Vps54",0.216779920512024,0.174473220835679,0.04,0.158,1
"Med7",0.216779920512024,-0.656478154475113,0.04,0.158,1
"Rai1",0.216779920512024,-0.616388949631015,0.04,0.158,1
"Flii",0.216779920512024,0.157325451915073,0.04,0.158,1
"Tmem11",0.216779920512024,0.650754715106938,0.04,0.158,1
"Neurl4",0.216779920512024,-0.523097958179841,0.04,0.158,1
"Gps2",0.216779920512024,0.726468278007136,0.04,0.158,1
"Mink1",0.216779920512024,0.530869163010607,0.04,0.158,1
"Rpain",0.216779920512024,-0.448293416889174,0.04,0.158,1
"Zzef1",0.216779920512024,-0.109312233955791,0.04,0.158,1
"Mettl16",0.216779920512024,0.378480429202491,0.04,0.158,1
"Vps53",0.216779920512024,-0.256834674408458,0.04,0.158,1
"Ppm1d",0.216779920512024,-0.138703854881089,0.04,0.158,1
"Med13",0.216779920512024,-0.192149647139305,0.04,0.158,1
"Ptrh2",0.216779920512024,0.804326992390987,0.04,0.158,1
"Ube2z",0.216779920512024,-0.294636203716809,0.04,0.158,1
"Nkiras2",0.216779920512024,-0.422748741730775,0.04,0.158,1
"Psmc3ip",0.216779920512024,-0.786756705672867,0.04,0.158,1
"Hdac5",0.216779920512024,0.416795062511304,0.04,0.158,1
"Tmub2",0.216779920512024,-0.64212378418163,0.04,0.158,1
"Abca5",0.216779920512024,-0.132799717049897,0.04,0.158,1
"Map2k6",0.216779920512024,0.350765364891757,0.04,0.158,1
"Tsen54",0.216779920512024,0.290075427929422,0.04,0.158,1
"Sap30bp",0.216779920512024,0.235709477437809,0.04,0.158,1
"Akr1e1",0.216779920512024,-0.515065610618145,0.04,0.158,1
"Gmds",0.216779920512024,-0.199100873509848,0.04,0.158,1
"2210016F16Rik",0.216779920512024,-0.712287532682347,0.04,0.158,1
"Papd7",0.216779920512024,0.444598241606637,0.04,0.158,1
"Edil3",0.216779920512024,-0.274097184472615,0.04,0.158,1
"Zfyve16",0.216779920512024,-0.518912461586605,0.04,0.158,1
"Homer1",0.216779920512024,-0.462172703470483,0.04,0.158,1
"Utp15",0.216779920512024,-0.602914096751475,0.04,0.158,1
"Smn1",0.216779920512024,-0.653090245653215,0.04,0.158,1
"Cdk7",0.216779920512024,0.84753086589704,0.04,0.158,1
"Mrps36",0.216779920512024,-1.04945502123405,0.04,0.158,1
"Plk2",0.216779920512024,-0.187763658309789,0.04,0.158,1
"Atad2b",0.216779920512024,0.268783898340701,0.04,0.158,1
"Wdr35",0.216779920512024,0.434314556520942,0.04,0.158,1
"Trib2",0.216779920512024,0.306453298827367,0.04,0.158,1
"Srp54a",0.216779920512024,-0.871869956963504,0.04,0.158,1
"Mgat2",0.216779920512024,0.29402882125877,0.04,0.158,1
"Acot1",0.216779920512024,-0.195710041338303,0.04,0.158,1
"Zfp410",0.216779920512024,0.783490100609801,0.04,0.158,1
"Gpatch2l",0.216779920512024,0.147466102541714,0.04,0.158,1
"Spata7",0.216779920512024,0.621175272999036,0.04,0.158,1
"Dnajc21",0.216779920512024,0.350163756476625,0.04,0.158,1
"Emc2",0.216779920512024,0.643996007260789,0.04,0.158,1
"Gpaa1",0.216779920512024,-0.822630806761105,0.04,0.158,1
"Slc52a2",0.216779920512024,0.169766906954419,0.04,0.158,1
"Cacng2",0.216779920512024,-0.127536339519014,0.04,0.158,1
"Mapk11",0.216779920512024,-0.51233742269011,0.04,0.158,1
"Sbf1",0.216779920512024,0.723115354791025,0.04,0.158,1
"Ccnt1",0.216779920512024,-0.263069261179267,0.04,0.158,1
"Ubald1",0.216779920512024,-0.272032856649567,0.04,0.158,1
"1300002E11Rik",0.216779920512024,-0.635845276136208,0.04,0.158,1
"St6gal1",0.216779920512024,-0.15976446462043,0.04,0.158,1
"Sec22a",0.216779920512024,0.215560404379577,0.04,0.158,1
"Atg3",0.216779920512024,-1.16256732330145,0.04,0.158,1
"Ift57",0.216779920512024,0.225564950690102,0.04,0.158,1
"Zbtb11",0.216779920512024,0.67483574194426,0.04,0.158,1
"Tbc1d23",0.216779920512024,-0.515077555647487,0.04,0.158,1
"Usp16",0.216779920512024,-0.50398956489983,0.04,0.158,1
"Smim11",0.216779920512024,0.74087489272323,0.04,0.158,1
"Dynlt1a",0.216779920512024,-0.405874627722859,0.04,0.158,1
"Msrb1",0.216779920512024,-0.106266943937406,0.04,0.158,1
"Phf1",0.216779920512024,0.680382710474339,0.04,0.158,1
"Fkbp5",0.216779920512024,0.300580722103201,0.04,0.158,1
"Zfp811",0.216779920512024,0.345485212120195,0.04,0.158,1
"Zfp414",0.216779920512024,0.283369346027803,0.04,0.158,1
"BC051226",0.216779920512024,-0.637934136279107,0.04,0.158,1
"Ppp1r10",0.216779920512024,-1.17288429940024,0.04,0.158,1
"Prr3",0.216779920512024,-0.402137241958815,0.04,0.158,1
"Mut",0.216779920512024,-0.98450423989315,0.04,0.158,1
"Bicral",0.216779920512024,0.176167449234109,0.04,0.158,1
"Sh3gl1",0.216779920512024,0.384805623163131,0.04,0.158,1
"Kdm4b",0.216779920512024,-0.893165862813522,0.04,0.158,1
"Dus3l",0.216779920512024,0.754216329956612,0.04,0.158,1
"Slc30a6",0.216779920512024,0.328387554455774,0.04,0.158,1
"Lrpprc",0.216779920512024,0.309200346052944,0.04,0.158,1
"Zfp24",0.216779920512024,-0.915383491412375,0.04,0.158,1
"Mex3c",0.216779920512024,-0.830150630656044,0.04,0.158,1
"Kat5",0.216779920512024,-0.430423537253695,0.04,0.158,1
"Esrra",0.216779920512024,-0.832663096410725,0.04,0.158,1
"Ttc9c",0.216779920512024,0.708725629367246,0.04,0.158,1
"Carnmt1",0.216779920512024,-0.103359857055927,0.04,0.158,1
"Hectd2",0.216779920512024,0.797071424615208,0.04,0.158,1
"Qk",0.217723824408283,0.636650825479949,0.2,0.474,1
"Naca",0.220878613790484,0.329680903704031,0.56,0.895,1
"Psmb1",0.221091015259029,-0.131812475466005,0.24,0.526,1
"Cript",0.223121138607693,0.395434094673343,0.24,0.421,1
"Acadl",0.224626742443465,2.20617011157208,0.08,0,1
"Ttll4",0.224626742443465,4.09738403373596,0.08,0,1
"Csrp1",0.224626742443465,3.31637550614109,0.08,0,1
"Rcsd1",0.224626742443465,3.13612572295739,0.08,0,1
"Dusp12",0.224626742443465,3.43737858167315,0.08,0,1
"Fcgr3",0.224626742443465,4.45893367977649,0.08,0,1
"Lyplal1",0.224626742443465,4.1837776526814,0.08,0,1
"Camk1d",0.224626742443465,3.99047223894556,0.08,0,1
"Pkp4",0.224626742443465,5.01707842555058,0.08,0,1
"Tank",0.224626742443465,3.5095678036282,0.08,0,1
"Rbm45",0.224626742443465,4.05115022851083,0.08,0,1
"Spi1",0.224626742443465,4.46958910165669,0.08,0,1
"Cd82",0.224626742443465,2.38436266132673,0.08,0,1
"Ckap2l",0.224626742443465,4.35843662525476,0.08,0,1
"Jag1",0.224626742443465,4.72016922206044,0.08,0,1
"Snta1",0.224626742443465,4.15534648544352,0.08,0,1
"Ift52",0.224626742443465,3.37576870850385,0.08,0,1
"Oser1",0.224626742443465,2.31405783615647,0.08,0,1
"Wfdc3",0.224626742443465,0.594024041847836,0.08,0,1
"Pltp",0.224626742443465,5.10456862508076,0.08,0,1
"Cebpb",0.224626742443465,3.49194699949327,0.08,0,1
"Sox18",0.224626742443465,4.50886851665982,0.08,0,1
"Slc38a5",0.224626742443465,4.4635223698196,0.08,0,1
"Cfp",0.224626742443465,4.08967395064898,0.08,0,1
"Cetn2",0.224626742443465,4.43560992712272,0.08,0,1
"Atg4a",0.224626742443465,0.691482723278574,0.08,0,1
"Ect2",0.224626742443465,3.65676703485576,0.08,0,1
"Hspa4l",0.224626742443465,4.00631103145101,0.08,0,1
"Olfml3",0.224626742443465,3.43737858167315,0.08,0,1
"Rhoc",0.224626742443465,3.71778600290312,0.08,0,1
"Hadh",0.224626742443465,3.62590096258632,0.08,0,1
"Slc39a8",0.224626742443465,3.2030757580237,0.08,0,1
"Il11ra1",0.224626742443465,3.13612572295739,0.08,0,1
"Ttc39a",0.224626742443465,0.665766406542368,0.08,0,1
"Elovl1",0.224626742443465,3.34769417283347,0.08,0,1
"Scmh1",0.224626742443465,4.23365368877059,0.08,0,1
"Man1c1",0.224626742443465,3.222879225183,0.08,0,1
"B3galt6",0.224626742443465,3.75980738002954,0.08,0,1
"Gnai1",0.224626742443465,3.7220178260807,0.08,0,1
"Nos3",0.224626742443465,4.28599687138603,0.08,0,1
"Slc4a2",0.224626742443465,4.48526409227108,0.08,0,1
"Rhoh",0.224626742443465,3.13612572295739,0.08,0,1
"Cryba4",0.224626742443465,4.08325450942046,0.08,0,1
"Tmem119",0.224626742443465,3.74587461741394,0.08,0,1
"Usp30",0.224626742443465,4.53329088575797,0.08,0,1
"Mvk",0.224626742443465,4.34332246752687,0.08,0,1
"Gltp",0.224626742443465,3.2030757580237,0.08,0,1
"Orai1",0.224626742443465,5.11837456728745,0.08,0,1
"Tyw1",0.224626742443465,3.59535067872854,0.08,0,1
"Peg10",0.224626742443465,3.57880468024717,0.08,0,1
"Capg",0.224626742443465,3.222879225183,0.08,0,1
"Eogt",0.224626742443465,4.50886851665982,0.08,0,1
"Edem1",0.224626742443465,3.222879225183,0.08,0,1
"Fancd2",0.224626742443465,4.04925932784664,0.08,0,1
"Il17ra",0.224626742443465,3.13612572295739,0.08,0,1
"Spsb2",0.224626742443465,3.02479277864076,0.08,0,1
"Arhgdib",0.224626742443465,4.19617942975691,0.08,0,1
"Ttyh1",0.224626742443465,4.67806350811535,0.08,0,1
"Pglyrp1",0.224626742443465,5.78508570686686,0.08,0,1
"Med29",0.224626742443465,4.60797962135573,0.08,0,1
"Rras",0.224626742443465,3.98414284668734,0.08,0,1
"Cd37",0.224626742443465,3.42032729604433,0.08,0,1
"Prc1",0.224626742443465,4.56765624489574,0.08,0,1
"Acer3",0.224626742443465,3.2030757580237,0.08,0,1
"Serpinh1",0.224626742443465,4.6394179225346,0.08,0,1
"1700008J07Rik",0.224626742443465,3.59535067872854,0.08,0,1
"Lsp1",0.224626742443465,3.43737858167315,0.08,0,1
"Fuca2",0.224626742443465,3.222879225183,0.08,0,1
"Gm867",0.224626742443465,1.47497974862532,0.08,0,1
"Gna15",0.224626742443465,3.2030757580237,0.08,0,1
"Dusp6",0.224626742443465,3.97707597997117,0.08,0,1
"Lyz2",0.224626742443465,4.45893367977649,0.08,0,1
"Pip4k2c",0.224626742443465,2.20585435855192,0.08,0,1
"Asah1",0.224626742443465,3.2030757580237,0.08,0,1
"Hpgd",0.224626742443465,3.222879225183,0.08,0,1
"Bst2",0.224626742443465,3.222879225183,0.08,0,1
"Cbfb",0.224626742443465,4.19322467720478,0.08,0,1
"Cmc2",0.224626742443465,4.70453382700796,0.08,0,1
"Def8",0.224626742443465,3.04718100881606,0.08,0,1
"Ntpcr",0.224626742443465,3.50753866437427,0.08,0,1
"Cdkn3",0.224626742443465,4.02843468587153,0.08,0,1
"Naa30",0.224626742443465,4.08967395064898,0.08,0,1
"Gmpr2",0.224626742443465,3.34769417283347,0.08,0,1
"Diaph3",0.224626742443465,2.97247209082413,0.08,0,1
"Kctd12",0.224626742443465,3.50753866437427,0.08,0,1
"Nxpe2",0.224626742443465,0.720940064619712,0.08,0,1
"Tipin",0.224626742443465,4.29065268750354,0.08,0,1
"Anxa2",0.224626742443465,5.10456862508076,0.08,0,1
"Trf",0.224626742443465,3.96582035572157,0.08,0,1
"Slc38a3",0.224626742443465,4.93797166826644,0.08,0,1
"Cmtm7",0.224626742443465,3.89845742792608,0.08,0,1
"Fignl1",0.224626742443465,4.50223675027523,0.08,0,1
"Hbq1a",0.224626742443465,0.425593330736237,0.08,0,1
"Gpx3",0.224626742443465,4.10805796212285,0.08,0,1
"B9d1",0.224626742443465,4.64157924011106,0.08,0,1
"Cluh",0.224626742443465,4.35451171367815,0.08,0,1
"Tlcd1",0.224626742443465,3.95542706866401,0.08,0,1
"Ccl9",0.224626742443465,4.51225940152279,0.08,0,1
"Ccl4",0.224626742443465,7.65754096051642,0.08,0,1
"Trim37",0.224626742443465,3.43926863093934,0.08,0,1
"Ramp2",0.224626742443465,6.2695787372967,0.08,0,1
"Sox9",0.224626742443465,4.3858084814327,0.08,0,1
"Cd300a",0.224626742443465,3.43737858167315,0.08,0,1
"Cd300c2",0.224626742443465,4.1861267100538,0.08,0,1
"Tk1",0.224626742443465,3.59535067872854,0.08,0,1
"Birc5",0.224626742443465,3.18399204779511,0.08,0,1
"Cd83",0.224626742443465,3.222879225183,0.08,0,1
"Smim15",0.224626742443465,3.42032729604433,0.08,0,1
"Gpx8",0.224626742443465,3.59535067872854,0.08,0,1
"Lrr1",0.224626742443465,3.65676703485576,0.08,0,1
"Wdr89",0.224626742443465,3.04718100881606,0.08,0,1
"Eml1",0.224626742443465,4.06595945755373,0.08,0,1
"Ighm",0.224626742443465,3.13612572295739,0.08,0,1
"Fam105a",0.224626742443465,4.62060002756493,0.08,0,1
"Ncf4",0.224626742443465,0.950989639705967,0.08,0,1
"Rac2",0.224626742443465,3.77676104673208,0.08,0,1
"Apobec3",0.224626742443465,3.2030757580237,0.08,0,1
"Grap2",0.224626742443465,0.807056046845931,0.08,0,1
"Tspo",0.224626742443465,0.641622140116434,0.08,0,1
"Tuba1c",0.224626742443465,2.3505203583764,0.08,0,1
"Lztr1",0.224626742443465,2.17280597423094,0.08,0,1
"Cldn5",0.224626742443465,6.64999408216811,0.08,0,1
"Itgb5",0.224626742443465,3.222879225183,0.08,0,1
"Usp25",0.224626742443465,0.534675277925513,0.08,0,1
"Ccnf",0.224626742443465,4.05002484780246,0.08,0,1
"Def6",0.224626742443465,4.03128483755134,0.08,0,1
"Rxrb",0.224626742443465,3.82772226651483,0.08,0,1
"Hspa1a",0.224626742443465,5.8727164194417,0.08,0,1
"Lst1",0.224626742443465,3.222879225183,0.08,0,1
"Nfkbil1",0.224626742443465,4.07924371254589,0.08,0,1
"Adgre1",0.224626742443465,4.19617942975691,0.08,0,1
"Ndc80",0.224626742443465,4.05002484780246,0.08,0,1
"Epas1",0.224626742443465,4.50886851665982,0.08,0,1
"Egr1",0.224626742443465,3.91461305922298,0.08,0,1
"Gnpda1",0.224626742443465,3.13612572295739,0.08,0,1
"Unc93b1",0.224626742443465,4.50464096920625,0.08,0,1
"Ccs",0.224626742443465,3.18399204779511,0.08,0,1
"Psat1",0.224626742443465,3.67125369904649,0.08,0,1
"Acsl5",0.224626742443465,3.91461305922298,0.08,0,1
"Katna1",0.225793061126152,0.154062070408648,0.08,0.211,1
"Heca",0.225793061126152,-0.276362044723965,0.08,0.211,1
"Xpo7",0.225793061126152,0.252466076877011,0.08,0.211,1
"Dnmt1",0.225793061126152,-0.751916051420622,0.08,0.211,1
"Xpnpep1",0.225793061126152,-0.675096369207796,0.08,0.211,1
"Lamtor2",0.228613521158165,1.26627983315277,0.2,0.474,1
"Uqcr10",0.228613521158165,0.316545017506927,0.2,0.474,1
"Ndufs4",0.228613521158165,0.38245886928366,0.2,0.474,1
"Cnn3",0.231433838789126,0.857164469088254,0.28,0.579,1
"H2afz",0.232214317061755,1.6968859214806,0.36,0.789,1
"Atp5g2",0.232214317061755,1.39842154932899,0.52,0.579,1
"Rps23",0.236075998216323,-0.101534481870771,0.56,0.947,1
"Atp5g1",0.238089319839184,0.568856430512494,0.28,0.632,1
"Phb2",0.238874427192673,-0.317035247867889,0.24,0.474,1
"Abhd12",0.245727060553429,2.73955280701927,0.16,0.053,1
"Hprt",0.245727060553429,3.66648056696493,0.16,0.053,1
"Tmed3",0.245727060553429,3.00896239919121,0.16,0.053,1
"Rars",0.245727060553429,2.88451330389897,0.16,0.053,1
"Cnbp",0.248352543452855,0.491523975970955,0.36,0.737,1
"Hnrnpm",0.248681118436334,0.653144734532791,0.28,0.632,1
"Ahcyl1",0.248980759684461,0.693672499846695,0.16,0.368,1
"Chmp4b",0.251117116930962,-0.150017437659475,0.2,0.368,1
"Ttyh3",0.251895715752238,0.105113738454004,0.2,0.421,1
"Caprin1",0.252836028505194,0.742532182553017,0.28,0.579,1
"Alyref",0.252836028505194,0.910020429042947,0.28,0.579,1
"Nt5c3",0.25307477460392,-2.98816421443602,0.16,0.263,1
"Cacfd1",0.257701820790555,-0.977619094253406,0.08,0.211,1
"Zmym5",0.257701820790555,-0.219664031359004,0.08,0.211,1
"Sqle",0.257701820790555,-0.894561234796051,0.08,0.211,1
"H2afv",0.259598120362449,1.65363115025336,0.28,0.632,1
"Setd3",0.25964669248406,-0.367880029349355,0.12,0.263,1
"Rpp21",0.25964669248406,-0.174584178904474,0.12,0.263,1
"Cdk9",0.262002338219166,0.498553191996004,0.16,0.368,1
"Ncoa4",0.263591560087456,1.59792323080339,0.36,0.263,1
"Gemin7",0.263653117888921,2.77898855766332,0.16,0.053,1
"Isyna1",0.263653117888921,3.27959889350092,0.16,0.053,1
"Memo1",0.263653117888921,2.30556303267234,0.16,0.053,1
"Sin3b",0.263806596652305,0.158149087142976,0.2,0.368,1
"Rpl10",0.263988009467304,0.2984319997731,0.52,0.789,1
"Atp5g3",0.264039107611342,-0.391318327373969,0.28,0.579,1
"Lypla1",0.270811569981268,-2.031468332769,0,0.053,1
"4732440D04Rik",0.270811569981268,-2.12859733495783,0,0.053,1
"St18",0.270811569981268,-1.88580312896472,0,0.053,1
"Sntg1",0.270811569981268,-3.00122783487923,0,0.053,1
"Rrs1",0.270811569981268,-2.0502571215198,0,0.053,1
"Paqr8",0.270811569981268,-3.04633425894143,0,0.053,1
"B3gat2",0.270811569981268,-2.031468332769,0,0.053,1
"Bag2",0.270811569981268,-2.80070447993764,0,0.053,1
"Amer3",0.270811569981268,-2.13353412871759,0,0.053,1
"Gm38336",0.270811569981268,-2.11351332742359,0,0.053,1
"Plekhb2",0.270811569981268,-2.12859733495783,0,0.053,1
"Tbc1d8",0.270811569981268,-2.25955746550058,0,0.053,1
"Gm16894",0.270811569981268,-2.05216232833262,0,0.053,1
"Gm28175",0.270811569981268,-2.00435014987628,0,0.053,1
"Fhl2",0.270811569981268,-2.12859733495783,0,0.053,1
"Hibch",0.270811569981268,-2.00435014987628,0,0.053,1
"Gm28777",0.270811569981268,-2.05216232833262,0,0.053,1
"Hecw2",0.270811569981268,-2.05068008126523,0,0.053,1
"Mars2",0.270811569981268,-2.19457195479176,0,0.053,1
"1700066M21Rik",0.270811569981268,-1.96528815061152,0,0.053,1
"Orc2",0.270811569981268,-2.0502571215198,0,0.053,1
"Ica1l",0.270811569981268,-1.88580312896472,0,0.053,1
"Ino80dos",0.270811569981268,-2.11351332742359,0,0.053,1
"Rpe",0.270811569981268,-2.031468332769,0,0.053,1
"Fn1",0.270811569981268,-2.05216232833262,0,0.053,1
"D230017M19Rik",0.270811569981268,-2.12859733495783,0,0.053,1
"March4",0.270811569981268,-2.47373547578502,0,0.053,1
"Tns1",0.270811569981268,-2.13353412871759,0,0.053,1
"Tmbim1",0.270811569981268,-2.11351332742359,0,0.053,1
"Rnf25",0.270811569981268,-2.25955746550058,0,0.053,1
"Chpf",0.270811569981268,-2.11351332742359,0,0.053,1
"Utp14b",0.270811569981268,-2.00435014987628,0,0.053,1
"Scg2",0.270811569981268,-2.00435014987628,0,0.053,1
"9830004L10Rik",0.270811569981268,-2.05068008126523,0,0.053,1
"Dock10",0.270811569981268,-1.99526773461788,0,0.053,1
"Nyap2",0.270811569981268,-1.99526773461788,0,0.053,1
"Rhbdd1",0.270811569981268,-2.0502571215198,0,0.053,1
